	premise	hypothesis	insertion_pair	X_grammar	Y_grammar	insertion_rel	source	context_monotonicity	context	gold_label	model_predictions	composite
23	There is no access to the building from this building .	There is no access to the building from this vehicle .	 building,  vehicle	s	s	none	help-test-contexts	down	There is no access to the building from this x .	non-entailment	1	5
24	There is no access to the building from this library .	There is no access to the building from this building .	 library,  building	s	s	leq	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	3
27	There is no access to the building from this wife .	There is no access to the building from this woman .	 wife,  woman	s	s	leq	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	3
28	There is no access to the building from this rain .	There is no access to the building from this weather .	 rain,  weather	m	m	leq	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	3
29	There is no access to the building from this pasta .	There is no access to the building from this food .	 pasta,  food	m	m	leq	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	3
31	There is no access to the building from this girl .	There is no access to the building from this person .	 girl,  person	s	s	leq	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	3
32	There is no access to the building from this dog .	There is no access to the building from this hound .	 dog,  hound	s	s	leq	help-test-contexts	down	There is no access to the building from this x .	non-entailment	1	3
33	There is no access to the building from this tomato .	There is no access to the building from this vegetable .	 tomato,  vegetable	s	s	leq	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	3
34	There is no access to the building from this cherry tree .	There is no access to the building from this tree .	 cherry tree,  tree	s	s	leq	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	3
35	There is no access to the building from this swing .	There is no access to the building from this music .	 swing,  music	m	m	leq	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	3
37	There is no access to the building from this woman .	There is no access to the building from this adult .	 woman,  adult	s	s	leq	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	3
38	There is no access to the building from this creature .	There is no access to the building from this vehicle .	 creature,  vehicle	s	s	none	help-test-contexts	down	There is no access to the building from this x .	non-entailment	1	5
39	There is no access to the building from this meat .	There is no access to the building from this fruit .	 meat,  fruit	m	m	none	help-test-contexts	down	There is no access to the building from this x .	non-entailment	1	5
40	There is no access to the building from this sleet .	There is no access to the building from this weather .	 sleet,  weather	m	m	leq	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	3
42	There is no access to the building from this meat .	There is no access to the building from this food .	 meat,  food	m	m	leq	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	3
43	There is no access to the building from this court .	There is no access to the building from this building .	 court,  building	s	s	leq	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	3
44	There is no access to the building from this pasta .	There is no access to the building from this weather .	 pasta,  weather	m	m	none	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	5
0	There is no access to the building from this food .	There is no access to the building from this fruit .	 food,  fruit	m	m	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
2	There is no access to the building from this building .	There is no access to the building from this hospital .	 building,  hospital	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
3	There is no access to the building from this food .	There is no access to the building from this rap .	 food,  rap	m	m	none	help-test-contexts	down	There is no access to the building from this x .	non-entailment	1	5
4	There is no access to the building from this dog .	There is no access to the building from this hound .	 dog,  hound	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
5	There is no access to the building from this vegetable .	There is no access to the building from this potato .	 vegetable,  potato	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
6	There is no access to the building from this fruit .	There is no access to the building from this watermelon .	 fruit,  watermelon	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
7	There is no access to the building from this music .	There is no access to the building from this rap .	 music,  rap	m	m	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
8	There is no access to the building from this woman .	There is no access to the building from this lass .	 woman,  lass	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
9	There is no access to the building from this man .	There is no access to the building from this person .	 man,  person	s	s	leq	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	3
10	There is no access to the building from this meat .	There is no access to the building from this pork .	 meat,  pork	m	m	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
11	There is no access to the building from this sugar .	There is no access to the building from this brown sugar .	 sugar,  brown sugar	m	m	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
16	There is no access to the building from this tree .	There is no access to the building from this plant .	 tree,  plant	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	0	1
17	There is no access to the building from this pie .	There is no access to the building from this apple pie .	 pie,  apple pie	m	m	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
18	There is no access to the building from this person .	There is no access to the building from this child .	 person,  child	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
19	There is no access to the building from this building .	There is no access to the building from this palace .	 building,  palace	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
20	There is no access to the building from this weather .	There is no access to the building from this snow .	 weather,  snow	m	m	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
21	There is no access to the building from this tree .	There is no access to the building from this oak .	 tree,  oak	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
22	There is no access to the building from this building .	There is no access to the building from this club .	 building,  club	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
23	There is no access to the building from this vehicle .	There is no access to the building from this building .	 vehicle,  building	s	s	none	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	5
24	There is no access to the building from this building .	There is no access to the building from this library .	 building,  library	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
27	There is no access to the building from this woman .	There is no access to the building from this wife .	 woman,  wife	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
28	There is no access to the building from this weather .	There is no access to the building from this rain .	 weather,  rain	m	m	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
29	There is no access to the building from this food .	There is no access to the building from this pasta .	 food,  pasta	m	m	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
31	There is no access to the building from this person .	There is no access to the building from this girl .	 person,  girl	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
32	There is no access to the building from this hound .	There is no access to the building from this dog .	 hound,  dog	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	0	1
33	There is no access to the building from this vegetable .	There is no access to the building from this tomato .	 vegetable,  tomato	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
34	There is no access to the building from this tree .	There is no access to the building from this cherry tree .	 tree,  cherry tree	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
35	There is no access to the building from this music .	There is no access to the building from this swing .	 music,  swing	m	m	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
37	There is no access to the building from this adult .	There is no access to the building from this woman .	 adult,  woman	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
38	There is no access to the building from this vehicle .	There is no access to the building from this creature .	 vehicle,  creature	s	s	none	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	5
39	There is no access to the building from this fruit .	There is no access to the building from this meat .	 fruit,  meat	m	m	none	help-test-contexts	down	There is no access to the building from this x .	non-entailment	0	5
40	There is no access to the building from this weather .	There is no access to the building from this sleet .	 weather,  sleet	m	m	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
42	There is no access to the building from this food .	There is no access to the building from this meat .	 food,  meat	m	m	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
43	There is no access to the building from this building .	There is no access to the building from this court .	 building,  court	s	s	geq	help-test-contexts	down	There is no access to the building from this x .	entailment	1	1
44	There is no access to the building from this weather .	There is no access to the building from this pasta .	 weather,  pasta	m	m	none	help-test-contexts	down	There is no access to the building from this x .	non-entailment	1	5
2	She bought him a hospital.	She bought him a building.	 hospital,  building	s	s	leq	MED	up	She bought him a x.	entailment	1	0
4	She bought him a hound.	She bought him a dog.	 hound,  dog	s	s	leq	MED	up	She bought him a x.	entailment	1	0
5	She bought him a potato.	She bought him a vegetable.	 potato,  vegetable	s	s	leq	MED	up	She bought him a x.	entailment	1	0
6	She bought him a watermelon.	She bought him a fruit.	 watermelon,  fruit	s	s	leq	MED	up	She bought him a x.	entailment	1	0
8	She bought him a lass.	She bought him a woman.	 lass,  woman	s	s	leq	MED	up	She bought him a x.	entailment	1	0
9	She bought him a person.	She bought him a man.	 person,  man	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
16	She bought him a plant.	She bought him a tree.	 plant,  tree	s	s	leq	MED	up	She bought him a x.	entailment	0	0
18	She bought him a child.	She bought him a person.	 child,  person	s	s	leq	MED	up	She bought him a x.	entailment	1	0
19	She bought him a palace.	She bought him a building.	 palace,  building	s	s	leq	MED	up	She bought him a x.	entailment	1	0
21	She bought him a oak.	She bought him a tree.	 oak,  tree	s	s	leq	MED	up	She bought him a x.	entailment	1	0
22	She bought him a club.	She bought him a building.	 club,  building	s	s	leq	MED	up	She bought him a x.	entailment	1	0
23	She bought him a building.	She bought him a vehicle.	 building,  vehicle	s	s	none	MED	up	She bought him a x.	non-entailment	1	4
24	She bought him a library.	She bought him a building.	 library,  building	s	s	leq	MED	up	She bought him a x.	entailment	1	0
27	She bought him a wife.	She bought him a woman.	 wife,  woman	s	s	leq	MED	up	She bought him a x.	entailment	1	0
31	She bought him a girl.	She bought him a person.	 girl,  person	s	s	leq	MED	up	She bought him a x.	entailment	1	0
32	She bought him a dog.	She bought him a hound.	 dog,  hound	s	s	leq	MED	up	She bought him a x.	entailment	0	0
33	She bought him a tomato.	She bought him a vegetable.	 tomato,  vegetable	s	s	leq	MED	up	She bought him a x.	entailment	1	0
34	She bought him a cherry tree.	She bought him a tree.	 cherry tree,  tree	s	s	leq	MED	up	She bought him a x.	entailment	1	0
37	She bought him a woman.	She bought him a adult.	 woman,  adult	s	s	leq	MED	up	She bought him a x.	entailment	1	0
38	She bought him a creature.	She bought him a vehicle.	 creature,  vehicle	s	s	none	MED	up	She bought him a x.	non-entailment	0	4
43	She bought him a court.	She bought him a building.	 court,  building	s	s	leq	MED	up	She bought him a x.	entailment	1	0
2	She bought him a building.	She bought him a hospital.	 building,  hospital	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
4	She bought him a dog.	She bought him a hound.	 dog,  hound	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
5	She bought him a vegetable.	She bought him a potato.	 vegetable,  potato	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
6	She bought him a fruit.	She bought him a watermelon.	 fruit,  watermelon	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
8	She bought him a woman.	She bought him a lass.	 woman,  lass	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
9	She bought him a man.	She bought him a person.	 man,  person	s	s	leq	MED	up	She bought him a x.	entailment	1	0
16	She bought him a tree.	She bought him a plant.	 tree,  plant	s	s	geq	MED	up	She bought him a x.	non-entailment	1	2
18	She bought him a person.	She bought him a child.	 person,  child	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
19	She bought him a building.	She bought him a palace.	 building,  palace	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
21	She bought him a tree.	She bought him a oak.	 tree,  oak	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
22	She bought him a building.	She bought him a club.	 building,  club	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
23	She bought him a vehicle.	She bought him a building.	 vehicle,  building	s	s	none	MED	up	She bought him a x.	non-entailment	1	4
24	She bought him a building.	She bought him a library.	 building,  library	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
27	She bought him a woman.	She bought him a wife.	 woman,  wife	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
31	She bought him a person.	She bought him a girl.	 person,  girl	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
32	She bought him a hound.	She bought him a dog.	 hound,  dog	s	s	geq	MED	up	She bought him a x.	non-entailment	1	2
33	She bought him a vegetable.	She bought him a tomato.	 vegetable,  tomato	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
34	She bought him a tree.	She bought him a cherry tree.	 tree,  cherry tree	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
37	She bought him a adult.	She bought him a woman.	 adult,  woman	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
38	She bought him a vehicle.	She bought him a creature.	 vehicle,  creature	s	s	none	MED	up	She bought him a x.	non-entailment	1	4
43	She bought him a building.	She bought him a court.	 building,  court	s	s	geq	MED	up	She bought him a x.	non-entailment	0	2
13	Some peaches think that advertising is a form of brainwashing.	Some clothes think that advertising is a form of brainwashing.	 peaches,  clothes	p	p	none	MED	up	Some x think that advertising is a form of brainwashing.	non-entailment	1	4
14	Some women think that advertising is a form of brainwashing.	Some people think that advertising is a form of brainwashing.	 women,  people	p	p	leq	MED	up	Some x think that advertising is a form of brainwashing.	entailment	1	0
25	Some files think that advertising is a form of brainwashing.	Some things think that advertising is a form of brainwashing.	 files,  things	p	p	leq	MED	up	Some x think that advertising is a form of brainwashing.	entailment	1	0
26	Some shoes think that advertising is a form of brainwashing.	Some clothes think that advertising is a form of brainwashing.	 shoes,  clothes	p	p	leq	MED	up	Some x think that advertising is a form of brainwashing.	entailment	1	0
36	Some first-year students think that advertising is a form of brainwashing.	Some students think that advertising is a form of brainwashing.	 first-year students,  students	p	p	leq	MED	up	Some x think that advertising is a form of brainwashing.	entailment	1	0
13	Some clothes think that advertising is a form of brainwashing.	Some peaches think that advertising is a form of brainwashing.	 clothes,  peaches	p	p	none	MED	up	Some x think that advertising is a form of brainwashing.	non-entailment	0	4
14	Some people think that advertising is a form of brainwashing.	Some women think that advertising is a form of brainwashing.	 people,  women	p	p	geq	MED	up	Some x think that advertising is a form of brainwashing.	non-entailment	0	2
25	Some things think that advertising is a form of brainwashing.	Some files think that advertising is a form of brainwashing.	 things,  files	p	p	geq	MED	up	Some x think that advertising is a form of brainwashing.	non-entailment	0	2
26	Some clothes think that advertising is a form of brainwashing.	Some shoes think that advertising is a form of brainwashing.	 clothes,  shoes	p	p	geq	MED	up	Some x think that advertising is a form of brainwashing.	non-entailment	0	2
36	Some students think that advertising is a form of brainwashing.	Some first-year students think that advertising is a form of brainwashing.	 students,  first-year students	p	p	geq	MED	up	Some x think that advertising is a form of brainwashing.	non-entailment	0	2
0	 fruit isn't good for a man of my age.	 food isn't good for a man of my age.	 fruit,  food	m	m	leq	MED	up	x isn't good for a man of my age.	entailment	1	0
3	 rap isn't good for a man of my age.	 food isn't good for a man of my age.	 rap,  food	m	m	none	MED	up	x isn't good for a man of my age.	non-entailment	1	4
7	 rap isn't good for a man of my age.	 music isn't good for a man of my age.	 rap,  music	m	m	leq	MED	up	x isn't good for a man of my age.	entailment	1	0
10	 pork isn't good for a man of my age.	 meat isn't good for a man of my age.	 pork,  meat	m	m	leq	MED	up	x isn't good for a man of my age.	entailment	1	0
11	 brown sugar isn't good for a man of my age.	 sugar isn't good for a man of my age.	 brown sugar,  sugar	m	m	leq	MED	up	x isn't good for a man of my age.	entailment	0	0
17	 apple pie isn't good for a man of my age.	 pie isn't good for a man of my age.	 apple pie,  pie	m	m	leq	MED	up	x isn't good for a man of my age.	entailment	0	0
20	 snow isn't good for a man of my age.	 weather isn't good for a man of my age.	 snow,  weather	m	m	leq	MED	up	x isn't good for a man of my age.	entailment	1	0
28	 rain isn't good for a man of my age.	 weather isn't good for a man of my age.	 rain,  weather	m	m	leq	MED	up	x isn't good for a man of my age.	entailment	1	0
29	 pasta isn't good for a man of my age.	 food isn't good for a man of my age.	 pasta,  food	m	m	leq	MED	up	x isn't good for a man of my age.	entailment	1	0
35	 swing isn't good for a man of my age.	 music isn't good for a man of my age.	 swing,  music	m	m	leq	MED	up	x isn't good for a man of my age.	entailment	1	0
39	 meat isn't good for a man of my age.	 fruit isn't good for a man of my age.	 meat,  fruit	m	m	none	MED	up	x isn't good for a man of my age.	non-entailment	1	4
40	 sleet isn't good for a man of my age.	 weather isn't good for a man of my age.	 sleet,  weather	m	m	leq	MED	up	x isn't good for a man of my age.	entailment	0	0
42	 meat isn't good for a man of my age.	 food isn't good for a man of my age.	 meat,  food	m	m	leq	MED	up	x isn't good for a man of my age.	entailment	1	0
44	 pasta isn't good for a man of my age.	 weather isn't good for a man of my age.	 pasta,  weather	m	m	none	MED	up	x isn't good for a man of my age.	non-entailment	1	4
0	 food isn't good for a man of my age.	 fruit isn't good for a man of my age.	 food,  fruit	m	m	geq	MED	up	x isn't good for a man of my age.	non-entailment	1	2
3	 food isn't good for a man of my age.	 rap isn't good for a man of my age.	 food,  rap	m	m	none	MED	up	x isn't good for a man of my age.	non-entailment	1	4
7	 music isn't good for a man of my age.	 rap isn't good for a man of my age.	 music,  rap	m	m	geq	MED	up	x isn't good for a man of my age.	non-entailment	1	2
10	 meat isn't good for a man of my age.	 pork isn't good for a man of my age.	 meat,  pork	m	m	geq	MED	up	x isn't good for a man of my age.	non-entailment	1	2
11	 sugar isn't good for a man of my age.	 brown sugar isn't good for a man of my age.	 sugar,  brown sugar	m	m	geq	MED	up	x isn't good for a man of my age.	non-entailment	1	2
17	 pie isn't good for a man of my age.	 apple pie isn't good for a man of my age.	 pie,  apple pie	m	m	geq	MED	up	x isn't good for a man of my age.	non-entailment	1	2
20	 weather isn't good for a man of my age.	 snow isn't good for a man of my age.	 weather,  snow	m	m	geq	MED	up	x isn't good for a man of my age.	non-entailment	1	2
28	 weather isn't good for a man of my age.	 rain isn't good for a man of my age.	 weather,  rain	m	m	geq	MED	up	x isn't good for a man of my age.	non-entailment	1	2
29	 food isn't good for a man of my age.	 pasta isn't good for a man of my age.	 food,  pasta	m	m	geq	MED	up	x isn't good for a man of my age.	non-entailment	1	2
35	 music isn't good for a man of my age.	 swing isn't good for a man of my age.	 music,  swing	m	m	geq	MED	up	x isn't good for a man of my age.	non-entailment	1	2
39	 fruit isn't good for a man of my age.	 meat isn't good for a man of my age.	 fruit,  meat	m	m	none	MED	up	x isn't good for a man of my age.	non-entailment	1	4
40	 weather isn't good for a man of my age.	 sleet isn't good for a man of my age.	 weather,  sleet	m	m	geq	MED	up	x isn't good for a man of my age.	non-entailment	1	2
42	 food isn't good for a man of my age.	 meat isn't good for a man of my age.	 food,  meat	m	m	geq	MED	up	x isn't good for a man of my age.	non-entailment	1	2
44	 weather isn't good for a man of my age.	 pasta isn't good for a man of my age.	 weather,  pasta	m	m	none	MED	up	x isn't good for a man of my age.	non-entailment	1	4
2	A couple of hikers cross a hospital	A couple of hikers cross a building	 hospital,  building	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
4	A couple of hikers cross a hound	A couple of hikers cross a dog	 hound,  dog	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
5	A couple of hikers cross a potato	A couple of hikers cross a vegetable	 potato,  vegetable	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
6	A couple of hikers cross a watermelon	A couple of hikers cross a fruit	 watermelon,  fruit	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
8	A couple of hikers cross a lass	A couple of hikers cross a woman	 lass,  woman	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
9	A couple of hikers cross a person	A couple of hikers cross a man	 person,  man	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
16	A couple of hikers cross a plant	A couple of hikers cross a tree	 plant,  tree	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	0	0
18	A couple of hikers cross a child	A couple of hikers cross a person	 child,  person	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
19	A couple of hikers cross a palace	A couple of hikers cross a building	 palace,  building	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
21	A couple of hikers cross a oak	A couple of hikers cross a tree	 oak,  tree	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
22	A couple of hikers cross a club	A couple of hikers cross a building	 club,  building	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
23	A couple of hikers cross a building	A couple of hikers cross a vehicle	 building,  vehicle	s	s	none	help-test-contexts	up	A couple of hikers cross a x	non-entailment	1	4
24	A couple of hikers cross a library	A couple of hikers cross a building	 library,  building	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
27	A couple of hikers cross a wife	A couple of hikers cross a woman	 wife,  woman	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
31	A couple of hikers cross a girl	A couple of hikers cross a person	 girl,  person	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
32	A couple of hikers cross a dog	A couple of hikers cross a hound	 dog,  hound	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	0	0
33	A couple of hikers cross a tomato	A couple of hikers cross a vegetable	 tomato,  vegetable	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
34	A couple of hikers cross a cherry tree	A couple of hikers cross a tree	 cherry tree,  tree	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
37	A couple of hikers cross a woman	A couple of hikers cross a adult	 woman,  adult	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
38	A couple of hikers cross a creature	A couple of hikers cross a vehicle	 creature,  vehicle	s	s	none	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	4
43	A couple of hikers cross a court	A couple of hikers cross a building	 court,  building	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
2	A couple of hikers cross a building	A couple of hikers cross a hospital	 building,  hospital	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
4	A couple of hikers cross a dog	A couple of hikers cross a hound	 dog,  hound	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
5	A couple of hikers cross a vegetable	A couple of hikers cross a potato	 vegetable,  potato	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
6	A couple of hikers cross a fruit	A couple of hikers cross a watermelon	 fruit,  watermelon	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
8	A couple of hikers cross a woman	A couple of hikers cross a lass	 woman,  lass	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
9	A couple of hikers cross a man	A couple of hikers cross a person	 man,  person	s	s	leq	help-test-contexts	up	A couple of hikers cross a x	entailment	1	0
16	A couple of hikers cross a tree	A couple of hikers cross a plant	 tree,  plant	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	1	2
18	A couple of hikers cross a person	A couple of hikers cross a child	 person,  child	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
19	A couple of hikers cross a building	A couple of hikers cross a palace	 building,  palace	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
21	A couple of hikers cross a tree	A couple of hikers cross a oak	 tree,  oak	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
22	A couple of hikers cross a building	A couple of hikers cross a club	 building,  club	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
23	A couple of hikers cross a vehicle	A couple of hikers cross a building	 vehicle,  building	s	s	none	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	4
24	A couple of hikers cross a building	A couple of hikers cross a library	 building,  library	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
27	A couple of hikers cross a woman	A couple of hikers cross a wife	 woman,  wife	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
31	A couple of hikers cross a person	A couple of hikers cross a girl	 person,  girl	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
32	A couple of hikers cross a hound	A couple of hikers cross a dog	 hound,  dog	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	1	2
33	A couple of hikers cross a vegetable	A couple of hikers cross a tomato	 vegetable,  tomato	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
34	A couple of hikers cross a tree	A couple of hikers cross a cherry tree	 tree,  cherry tree	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
37	A couple of hikers cross a adult	A couple of hikers cross a woman	 adult,  woman	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
38	A couple of hikers cross a vehicle	A couple of hikers cross a creature	 vehicle,  creature	s	s	none	help-test-contexts	up	A couple of hikers cross a x	non-entailment	1	4
43	A couple of hikers cross a building	A couple of hikers cross a court	 building,  court	s	s	geq	help-test-contexts	up	A couple of hikers cross a x	non-entailment	0	2
13	Few peaches are from southern Europe.	Few clothes are from southern Europe.	 peaches,  clothes	p	p	none	MED	down	Few x are from southern Europe.	non-entailment	0	5
14	Few women are from southern Europe.	Few people are from southern Europe.	 women,  people	p	p	leq	MED	down	Few x are from southern Europe.	non-entailment	0	3
25	Few files are from southern Europe.	Few things are from southern Europe.	 files,  things	p	p	leq	MED	down	Few x are from southern Europe.	non-entailment	0	3
26	Few shoes are from southern Europe.	Few clothes are from southern Europe.	 shoes,  clothes	p	p	leq	MED	down	Few x are from southern Europe.	non-entailment	0	3
36	Few first-year students are from southern Europe.	Few students are from southern Europe.	 first-year students,  students	p	p	leq	MED	down	Few x are from southern Europe.	non-entailment	0	3
13	Few clothes are from southern Europe.	Few peaches are from southern Europe.	 clothes,  peaches	p	p	none	MED	down	Few x are from southern Europe.	non-entailment	1	5
14	Few people are from southern Europe.	Few women are from southern Europe.	 people,  women	p	p	geq	MED	down	Few x are from southern Europe.	entailment	1	1
25	Few things are from southern Europe.	Few files are from southern Europe.	 things,  files	p	p	geq	MED	down	Few x are from southern Europe.	entailment	1	1
26	Few clothes are from southern Europe.	Few shoes are from southern Europe.	 clothes,  shoes	p	p	geq	MED	down	Few x are from southern Europe.	entailment	1	1
36	Few students are from southern Europe.	Few first-year students are from southern Europe.	 students,  first-year students	p	p	geq	MED	down	Few x are from southern Europe.	entailment	1	1
13	All peaches like to scratch their ears.	All clothes like to scratch their ears.	 peaches,  clothes	p	p	none	MED	down	All x like to scratch their ears.	non-entailment	0	5
14	All women like to scratch their ears.	All people like to scratch their ears.	 women,  people	p	p	leq	MED	down	All x like to scratch their ears.	non-entailment	0	3
25	All files like to scratch their ears.	All things like to scratch their ears.	 files,  things	p	p	leq	MED	down	All x like to scratch their ears.	non-entailment	0	3
26	All shoes like to scratch their ears.	All clothes like to scratch their ears.	 shoes,  clothes	p	p	leq	MED	down	All x like to scratch their ears.	non-entailment	0	3
36	All first-year students like to scratch their ears.	All students like to scratch their ears.	 first-year students,  students	p	p	leq	MED	down	All x like to scratch their ears.	non-entailment	0	3
13	All clothes like to scratch their ears.	All peaches like to scratch their ears.	 clothes,  peaches	p	p	none	MED	down	All x like to scratch their ears.	non-entailment	1	5
14	All people like to scratch their ears.	All women like to scratch their ears.	 people,  women	p	p	geq	MED	down	All x like to scratch their ears.	entailment	1	1
25	All things like to scratch their ears.	All files like to scratch their ears.	 things,  files	p	p	geq	MED	down	All x like to scratch their ears.	entailment	1	1
26	All clothes like to scratch their ears.	All shoes like to scratch their ears.	 clothes,  shoes	p	p	geq	MED	down	All x like to scratch their ears.	entailment	1	1
36	All students like to scratch their ears.	All first-year students like to scratch their ears.	 students,  first-year students	p	p	geq	MED	down	All x like to scratch their ears.	entailment	1	1
2	A hospital has no legs.	A building has no legs.	 hospital,  building	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
4	A hound has no legs.	A dog has no legs.	 hound,  dog	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
5	A potato has no legs.	A vegetable has no legs.	 potato,  vegetable	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
